Layer,Name,GEOID,Longitude,Latitude,SNP_2018-2022,SNQ_2018-2022,TNF_2018-2022,UMP_2018-2022,VET_2018-2022,VHA_2018-2022,UNS_2018-2022,POP_2018-2022
Census tract,Tract 301.01,17031030101,-87.65487900,41.99105380,26.23351245725452,32.93768545994065,4.787493893502687,21.227115289460663,1.886168100595632,1.1657662780779072,8.757463747512084,3517.0
Census tract,Tract 301.02,17031030102,-87.65502250,41.99302640,17.03940362087327,72.53218884120172,5.005324813631523,7.877571500250878,2.486865148861646,2.109426499670402,8.371786420566908,3052.0
Census tract,Tract 301.03,17031030103,-87.65515270,41.99552410,10.776699029126211,75.92592592592592,4.271844660194175,8.835027365129006,2.0689655172413794,1.480191554201132,9.36003482803657,2297.0
Census tract,Tract 301.04,17031030104,-87.65598640,41.99727730,5.247225025227043,87.41496598639455,0.0,12.181528662420382,3.64914630063609,1.03026400515132,8.081133290405667,3106.0
Census tract,Tract 302,17031030200,-87.66523000,41.99444140,2.7572815533980584,100.0,0.3106796116504854,5.968971864317644,2.673908502193441,0.3065272268301479,15.001803101334296,5554.0
Census tract,Tract 303,17031030300,-87.67253480,41.99438750,20.0,35.11904761904761,3.624161073825504,5.079217148182665,3.080568720379147,1.4685508451094489,13.16154059296204,3642.0
Census tract,Tract 304,17031030400,-87.67207880,41.98695150,16.353677621283254,31.25,0.0,3.508771929824561,1.3548951048951048,0.7087172218284904,11.658398299078668,2822.0
Census tract,Tract 305,17031030500,-87.66493590,41.98722600,1.6426416359369762,100.0,1.407978545088837,1.7887205387205385,0.6654676258992805,0.0,9.958105059619724,6344.0
Census tract,Tract 306.01,17031030601,-87.65460870,41.98897160,13.860860329261817,57.824933687002655,1.168348380244291,4.781235904375282,3.774792066538708,0.5025125628140703,6.560580681183696,3771.0
Census tract,Tract 306.03,17031030603,-87.65839790,41.98547620,11.911764705882351,58.730158730158735,4.852941176470589,6.751592356687898,2.3255813953488373,0.8676789587852495,10.325379609544468,2305.0
Census tract,Tract 306.04,17031030604,-87.65245460,41.98587070,17.401612138454244,52.5,4.504504504504505,3.2390745501285343,3.252620166245031,1.1982197877439231,4.621704895583704,2921.0
Census tract,Tract 307.01,17031030701,-87.65796590,41.98274530,19.49828962371722,41.91616766467065,10.718358038768528,12.892741061755148,4.107542942494399,1.411589895988113,9.286775631500744,1509.0
Census tract,Tract 307.02,17031030702,-87.65452860,41.98081480,6.274768824306473,74.04580152671755,1.7833553500660502,11.493461803165864,4.356243949661181,1.6769638128861428,6.840247131509268,2266.0
Census tract,Tract 307.03,17031030703,-87.65787080,41.97887490,23.510971786833856,25.352112676056336,8.56844305120167,9.48678071539658,2.736486486486487,0.937601034594245,5.140640155189137,3093.0
Census tract,Tract 307.06,17031030706,-87.65091550,41.98041510,5.951115834218916,75.0,3.5069075451647183,11.401743796109994,5.349301397205589,3.593508500772798,1.8160741885625968,2588.0
Census tract,Tract 308,17031030800,-87.66418800,41.97991230,2.9533917858790955,100.0,0.0,3.75,3.418803418803419,1.1494252873563218,4.1330398630472,4236.0
Census tract,Tract 309,17031030900,-87.67144540,41.97979510,1.4179608372721135,84.21052631578947,3.713706954760297,4.590017825311943,3.4533976977348684,0.7152145643693107,4.323797139141743,3076.0
Census tract,Tract 310,17031031000,-87.67110940,41.97243700,1.7641129032258067,100.0,1.9153225806451613,3.768218983291859,0.4263093788063337,0.3847210772190162,7.721901621324539,3652.0
Census tract,Tract 311,17031031100,-87.66386620,41.97266840,6.326459279972038,88.59504132231405,3.1108004194337644,2.9069767441860463,1.8319212273872223,2.117940199335548,6.083887043189369,4898.0
Census tract,Tract 312,17031031200,-87.65734100,41.97270920,35.60890945906856,40.21655065738592,5.322533989007811,5.550500454959054,1.32291040288635,0.2651113467656416,15.906680805938494,5936.0
Census tract,Tract 313,17031031300,-87.64652980,41.97376460,12.883163038649489,57.88206979542719,1.7103509551310527,3.042596348884381,3.183229813664596,0.8080808080808081,12.1989121989122,6853.0
Census tract,Tract 314,17031031400,-87.64240950,41.95844750,5.247813411078718,76.96969696969697,1.101392938127632,1.553062985332183,2.916945001113338,1.1240908089045625,5.113511130703108,4685.0
Census tract,Tract 315.01,17031031501,-87.65243430,41.96728860,30.31062124248497,44.22788605697151,3.707414829659319,5.3350970017636685,5.954935622317596,2.561319730844368,7.640546993705231,4640.0
Census tract,Tract 315.02,17031031502,-87.65236560,41.96363260,29.120654396728018,46.73295454545455,8.466257668711656,8.316909735908554,1.4881743289928249,0.8225108225108225,16.926406926406926,4622.0
Census tract,Tract 317,17031031700,-87.66319540,41.96544660,9.55906018667525,40.72847682119205,3.379465722561957,4.396959112389562,1.350611425442599,1.2308715901530274,6.004657351962741,6119.0
Census tract,Tract 318,17031031800,-87.67062090,41.96701140,4.130643611911624,86.8421052631579,2.4015369836695486,6.781829814459373,0.1583949313621964,0.0,7.710501419110691,2114.0
Census tract,Tract 319,17031031900,-87.67018410,41.96337400,2.242152466367713,100.0,0.7473841554559043,1.4634146341463417,1.5488867376573088,1.696317749275962,3.930492345883326,2417.0
Census tract,Tract 321,17031032100,-87.65301790,41.95815380,11.956263370572854,57.46268656716418,5.776087473258854,5.421353494375807,0.94186902133922,0.4765241765942536,9.9229152067274,7279.0
Census tract,Tract 401,17031040100,-87.68288560,41.98562230,1.866666666666667,73.2824427480916,0.0,1.407884151246983,1.8908203720646537,0.7743933918430563,4.517294785751162,4011.0
Census tract,Tract 402.01,17031040201,-87.69400050,41.97258040,6.93891102257636,63.559322033898304,1.8924302788844625,5.223068552774755,4.293506950554285,1.721041604310087,5.47740197545645,6688.0
Census tract,Tract 402.02,17031040202,-87.69409600,41.97985490,15.852819807427784,64.92985971943888,2.8198074277854195,10.581289736603088,1.4590163934426228,0.3844182470527935,23.218862121988725,7965.0
Census tract,Tract 403,17031040300,-87.70198320,41.97694370,13.315926892950392,69.89247311827957,2.959094865100087,10.354857475276322,1.2825994014536126,0.0,13.654618473895583,3063.0
Census tract,Tract 404.01,17031040401,-87.68608160,41.97206670,4.152484683458135,71.62162162162163,1.5656909462219195,3.0967127203430205,2.768788205681409,0.2331681725444477,6.237248615563976,3431.0
Census tract,Tract 404.02,17031040402,-87.67881810,41.97254500,2.329253849190683,93.18181818181816,1.3028030003947888,5.990656773838967,0.98747591522158,0.0,6.694468832309044,4581.0
Census tract,Tract 406,17031040600,-87.68401800,41.96683380,7.716289945440375,65.13761467889908,4.1309431021044425,2.45074483421432,0.7004532344458179,0.0,8.258527827648116,2785.0
Census tract,Tract 407,17031040700,-87.69406820,41.96743140,7.517899761336516,63.97515527950311,4.6539379474940334,6.344294003868472,1.226158038147139,0.480128034142438,4.161109629234463,3749.0
Census tract,Tract 408,17031040800,-87.69182130,41.96397400,2.083333333333333,100.0,4.817708333333334,3.0,1.496792587312901,0.3223726627981947,3.932946486137976,1577.0
Census tract,Tract 409,17031040900,-87.68385440,41.96318470,0.6855184233076265,100.0,1.5424164524421593,6.770833333333333,2.5886325267304446,0.0,12.961116650049853,2006.0
Census tract,Tract 501,17031050100,-87.67637300,41.95784510,6.120689655172414,85.91549295774648,3.9655172413793114,3.543098889476468,0.9823182711198428,0.7958615200955035,4.058893752487068,2513.0
Census tract,Tract 502,17031050200,-87.68371680,41.95774050,6.06501698204755,100.0,0.7763221737020863,4.349280695884912,1.8603465851172276,0.288496213487198,2.398124774612333,5546.0
Census tract,Tract 503,17031050300,-87.69044420,41.95788510,4.788213627992634,70.66666666666667,0.0,2.3702031602708806,1.8404907975460123,0.0,3.534817956875221,2829.0
Census tract,Tract 505,17031050500,-87.68350730,41.95044740,0.0,100.0,0.6513026052104208,2.4366471734892787,3.034408019506909,0.2500480861704174,2.942873629544143,5199.0
Census tract,Tract 506,17031050600,-87.67618240,41.95054770,2.519548218940052,76.92307692307693,1.998262380538662,3.9365079365079367,0.4287245444801715,0.0,1.478494623655914,2232.0
Census tract,Tract 507,17031050700,-87.67605950,41.94507100,2.235469448584203,88.23529411764706,0.8941877794336811,5.123339658444023,1.5050167224080269,0.5494505494505495,7.348901098901099,1456.0
Census tract,Tract 508,17031050800,-87.68092790,41.94500950,4.8732943469785575,100.0,4.483430799220272,3.99529964747356,2.469135802469136,0.0,1.072961373390558,1398.0
Census tract,Tract 509,17031050900,-87.68577800,41.94494660,2.960526315789473,50.0,3.125,1.0895883777239708,1.08991825613079,0.0,2.809798270893372,1388.0
Census tract,Tract 510,17031051000,-87.68573170,41.94130240,0.0,100.0,0.0,2.2461814914645104,1.3481363996827915,0.0,1.054481546572935,1707.0
Census tract,Tract 511,17031051100,-87.68082660,41.94136520,3.851444291609354,100.0,1.5130674002751032,3.0560271646859083,0.4590665646518745,0.3149606299212598,2.729658792650919,1905.0
Census tract,Tract 512,17031051200,-87.67595360,41.94142240,0.9419152276295132,86.95652173913044,0.0,5.029585798816568,0.4743083003952569,0.0656598818122127,4.005252790544977,1576.0
Census tract,Tract 513,17031051300,-87.67583950,41.93599710,4.197761194029851,100.0,1.0261194029850746,5.454545454545454,1.988360814742968,0.0,0.2924926876828079,3077.0
Census tract,Tract 514,17031051400,-87.68095940,41.93544200,5.344995140913508,63.54166666666666,4.470359572400389,4.633204633204633,1.9786096256684491,1.0288880094974278,6.094182825484765,2535.0
Census tract,Tract 601,17031060100,-87.66661120,41.95753110,1.728201099764336,100.0,0.0,1.830776843146957,1.4249790444258172,0.7866582756450597,2.328508495909377,3178.0
Census tract,Tract 602,17031060200,-87.67151750,41.95790360,5.964912280701754,69.14893617021278,1.3157894736842104,4.192740926157698,2.583423035522067,0.4657661853749418,4.052165812761994,2147.0
Census tract,Tract 603,17031060300,-87.67133270,41.95060490,7.620660457239628,100.0,2.032176121930567,2.689352360043908,4.471890971039183,1.8433179723502304,0.9216589861751152,2821.0
Census tract,Tract 604,17031060400,-87.66653640,41.95067310,0.0,100.0,0.0,4.050334250884782,3.0442477876106198,0.8940666486047142,1.5442969384990517,3691.0
Census tract,Tract 605,17031060500,-87.66050080,41.95272000,28.48920863309353,33.969465648854964,5.467625899280575,4.066265060240964,5.178907721280603,3.8850038850038846,2.8749028749028747,1287.0
Census tract,Tract 608,17031060800,-87.64264890,41.95395900,2.9738743746525844,74.05857740585773,1.500833796553641,3.0179640718562872,3.64,0.8272231622485429,5.264147396127092,5319.0
Census tract,Tract 609,17031060900,-87.64177840,41.95151660,5.818561001042752,53.7117903930131,0.3545359749739312,7.169669669669669,1.52097096328161,0.0,6.06366124153824,6943.0
Census tract,Tract 610,17031061000,-87.65197030,41.94922060,12.173128944995492,78.97196261682244,1.532912533814247,3.70566437268396,1.2048192771084338,1.1187607573149745,1.161790017211704,2324.0
Census tract,Tract 611,17031061100,-87.65680350,41.94913980,0.0,100.0,0.8287292817679558,0.7234726688102894,0.9878419452887538,0.0,7.103064066852367,1436.0
Census tract,Tract 612,17031061200,-87.66164270,41.94905990,1.380897583429229,100.0,3.1070195627157653,1.095360824742268,2.127659574468085,0.7309941520467835,3.265107212475633,2052.0
Census tract,Tract 615,17031061500,-87.66154470,41.94528180,0.0,100.0,0.4474272930648769,1.603592046183451,2.641717116125481,0.2965892239248641,2.8175976272862084,2023.0
Census tract,Tract 618,17031061800,-87.64711470,41.94649010,2.857142857142857,79.76190476190477,2.312925170068027,8.87185104052574,2.4734982332155475,0.913621262458472,9.551495016611296,1204.0
Census tract,Tract 619.01,17031061901,-87.64346790,41.94323050,11.95526417277285,47.008547008547005,3.1623602005399154,3.9914163090128754,7.640791476407916,2.900199033266989,2.104065965311345,3517.0
Census tract,Tract 619.02,17031061902,-87.63906450,41.94669850,4.149519890260631,72.1311475409836,0.720164609053498,4.9545587804163,0.5484861781483106,0.0,8.080194410692588,4938.0
Census tract,Tract 620,17031062000,-87.64707860,41.94257690,1.520681265206813,79.33884297520662,0.7299270072992701,1.354679802955665,1.1333585190782016,0.0,1.799307958477509,2890.0
Census tract,Tract 621,17031062100,-87.65177040,41.94269140,2.0408163265306123,78.51851851851852,1.0950721752115482,3.518873960332693,1.1052937754508436,0.0,5.751238304898184,3646.0
Census tract,Tract 622,17031062200,-87.65664400,41.94258470,2.8257456828885403,69.74789915966386,1.805337519623234,4.386353566681436,0.4066693777958519,0.0,2.4428934010152283,3152.0
Census tract,Tract 623,17031062300,-87.66144320,41.94162780,0.0,100.0,0.0,0.592885375494071,0.0,0.0,1.9266625233064012,1609.0
Census tract,Tract 624,17031062400,-87.66628820,41.94155560,2.3622047244094486,89.0909090909091,0.7874015748031495,4.265791632485644,2.618542108987969,0.8893829905503057,1.3340744858254583,1799.0
Census tract,Tract 625,17031062500,-87.67110730,41.94148800,4.845814977973569,43.103448275862064,4.1116005873715125,7.181818181818183,0.6639004149377593,0.0,3.169014084507042,1420.0
Census tract,Tract 626,17031062600,-87.67098430,41.93597510,1.4989293361884368,100.0,1.4989293361884368,3.5050071530758222,0.8014796547472256,0.0,2.825811893715732,2371.0
Census tract,Tract 627,17031062700,-87.66611030,41.93608620,6.6115702479338845,58.59375,1.5777610818933134,4.088194763435921,1.4589905362776026,0.7550886408404465,2.1667760998030205,3046.0
Census tract,Tract 628,17031062800,-87.66126480,41.93615860,3.656914893617021,100.0,1.5292553191489362,1.261127596439169,0.6962864721485411,0.4345464421510048,2.634437805540468,3682.0
Census tract,Tract 629,17031062900,-87.65641130,41.93623700,3.4718569174118885,100.0,1.157285639137296,2.636594663278272,0.4192286193404136,0.0,1.2808119864668923,4138.0
Census tract,Tract 630,17031063000,-87.65156170,41.93631020,0.0,100.0,2.342047930283224,5.424254165052305,2.313107609788803,0.6416131989000917,2.1998166819431715,3280.0
Census tract,Tract 631,17031063100,-87.64677990,41.93823190,1.443001443001443,90.9090909090909,1.875901875901876,1.8208661417322836,0.4184100418410041,0.0,5.952380952380952,2352.0
Census tract,Tract 632,17031063200,-87.63467260,41.93892310,0.8837525492861998,100.0,0.7477906186267845,3.044354838709677,2.9961926833305745,1.8541996830427887,0.0,6380.0
Census tract,Tract 633.01,17031063301,-87.64302390,41.93454070,21.013779527559056,38.4,6.053149606299212,2.416452442159383,0.9915014164305948,0.267379679144385,4.077540106951872,2992.0
Census tract,Tract 633.02,17031063302,-87.63985400,41.93476470,0.6861682918020947,100.0,0.6500541711809318,5.01082585833591,0.7776883883078572,0.7069722086786934,4.92442710872745,4102.0
Census tract,Tract 633.03,17031063303,-87.63466130,41.93473120,0.0,100.0,1.1547344110854505,8.862629246676514,5.433829973707274,1.2583892617449663,0.0,1198.0
Census tract,Tract 634,17031063400,-87.64673000,41.93465960,2.923538230884558,91.5966386554622,1.0494752623688155,1.6463090812533192,0.4737091425864519,0.4106776180698152,10.102669404517457,2435.0
Census tract,Tract 701.01,17031070101,-87.63232470,41.92952250,3.532911863146151,72.31833910034602,0.0,2.756809977026584,4.928886709171162,1.3964651974689068,1.57102334715252,4583.0
Census tract,Tract 701.02,17031070102,-87.64220200,41.93058280,1.4721345951629865,86.39455782312925,0.0,1.0452961672473868,2.3423423423423424,0.5503955968352253,3.4055727554179565,2980.0
Census tract,Tract 701.03,17031070103,-87.64260510,41.92681100,0.7971656333038087,94.11764705882352,2.214348981399469,0.8688783570300158,0.0,0.0,2.223766504517026,1439.0
Census tract,Tract 702,17031070200,-87.64629300,41.92907770,1.1390602752728998,100.0,1.1390602752728998,5.417463352453792,1.88470066518847,0.2575328354365181,2.42080865310327,4019.0
Census tract,Tract 703,17031070300,-87.65131030,41.92904620,1.0197960407918416,100.0,0.9598080383923214,2.071428571428571,0.9168704156479218,0.0,4.085908852802515,3818.0
Census tract,Tract 704,17031070400,-87.65615630,41.92896720,6.108442004118051,77.47747747747748,7.069320521619766,1.0223953261927945,3.8862900323857503,0.2630809704764689,0.7307804735457468,3421.0
Census tract,Tract 705,17031070500,-87.66089220,41.92894550,6.714060031595577,47.368421052631575,1.4218009478672986,1.1391778107974244,0.380517503805175,0.0,0.0,3185.0
Census tract,Tract 706,17031070600,-87.66567660,41.92876270,0.832639467110741,100.0,0.832639467110741,0.9958071278825996,0.5050505050505051,0.3130870381966186,2.0037570444583594,3194.0
Census tract,Tract 707,17031070700,-87.67410380,41.93065210,8.687943262411348,42.16867469879519,0.2364066193853428,1.9255455712451863,0.5908932916232186,0.0,1.8978882651697409,3741.0
Census tract,Tract 710,17031071000,-87.65591140,41.92170110,0.0,100.0,0.8032128514056224,10.759753593429158,0.4276729559748427,0.287292817679558,2.8729281767955803,4525.0
Census tract,Tract 711,17031071100,-87.65106140,41.92177780,0.5499541704857929,100.0,0.5499541704857929,2.44879786286732,1.2195121951219512,0.3452605147520401,3.044569993722536,3186.0
Census tract,Tract 712,17031071200,-87.64621060,41.92185470,4.203935599284437,81.3953488372093,3.309481216457961,7.495069033530571,2.4710035300050426,2.0536462699077958,2.347024308466052,2386.0
Census tract,Tract 713,17031071300,-87.64145780,41.92177940,0.7434944237918215,100.0,0.3252788104089219,4.931605471562276,2.238594502691981,0.871881811576653,1.5257931702591427,4129.0
Census tract,Tract 714,17031071400,-87.62952590,41.92272550,5.116909522195866,76.50130548302873,0.9488309047780412,3.333333333333333,5.805285746555229,0.0,0.7138358177619147,4763.0
Census tract,Tract 715,17031071500,-87.62509230,41.91424150,1.087547580206634,91.10169491525424,0.8428493746601413,4.220853296828656,2.896678966789668,2.670672675680186,3.471874478384243,5991.0
Census tract,Tract 716,17031071600,-87.64118230,41.91647220,5.795148247978436,48.19277108433735,0.5390835579514826,3.0067895247332688,2.1337126600284493,0.9984235417761428,0.2627430373095113,1903.0
Census tract,Tract 717,17031071700,-87.64107170,41.91286660,4.786324786324787,82.5,2.051282051282051,2.624309392265193,4.661389621811785,0.5387205387205387,2.154882154882155,1485.0
Census tract,Tract 718,17031071800,-87.64596600,41.91458550,5.355493998153278,52.5,2.0313942751615883,2.31042654028436,3.657407407407407,0.4035216434336023,2.7879677182685256,2726.0
Census tract,Tract 801,17031080100,-87.62679000,41.90754870,0.6652411499168448,100.0,0.0,5.086136177194422,5.938204055358868,2.2249129710912667,1.4984107764492205,6607.0
Census tract,Tract 802.01,17031080201,-87.63100510,41.90949760,1.502145922746781,100.0,2.145922746781116,7.538330494037479,2.964615875039847,0.4944375772558714,2.255871446229913,3236.0
Census tract,Tract 802.02,17031080202,-87.63090100,41.90585890,2.60475651189128,100.0,0.0,0.7042253521126761,2.0185488270594654,0.1842105263157894,6.157894736842105,3800.0
Census tract,Tract 803,17031080300,-87.63579870,41.90748990,0.5550114267058439,100.0,2.187397975840679,2.061170212765957,1.489028213166144,0.8567511994516792,2.912954078135709,5836.0
Census tract,Tract 804,17031080400,-87.64090150,41.90741230,36.39810426540284,18.803418803418804,2.985781990521327,6.883814640698456,2.1044219499200856,0.5319148936170213,0.6955810147299509,4888.0
Census tract,Tract 810,17031081000,-87.63210890,41.90026550,13.618368962787017,52.91479820627802,0.5938242280285035,1.5758821514217198,1.1220015475883416,0.4275116308311329,4.438576637746762,8150.0
Census tract,Tract 811,17031081100,-87.62910490,41.90022110,5.668556185395132,78.37837837837837,3.167722574191397,1.7388555169143216,0.8551068883610451,0.4489337822671156,3.5690235690235688,4455.0
Census tract,Tract 812.01,17031081201,-87.62621200,41.89915380,0.0,100.0,2.742103436306838,1.8943170488534395,4.565571861169346,0.8355916892502258,2.416440831074977,4428.0
Census tract,Tract 812.02,17031081202,-87.62423740,41.90437690,2.158979391560353,100.0,0.0,1.1111111111111112,2.5426456388799488,0.3200465522257783,1.7748036077974978,3437.0
Census tract,Tract 813,17031081300,-87.62075310,41.89833540,3.3571239756806768,74.39516129032258,0.0,2.1880544056771143,1.9587268275620848,0.2327901563019621,2.560691719321583,6014.0
Census tract,Tract 814.01,17031081401,-87.61971750,41.89503470,4.683195592286501,84.4311377245509,0.6198347107438017,0.3506311360448808,3.0288226673180265,0.4606172270842929,1.6582220175034548,2171.0
Census tract,Tract 814.02,17031081402,-87.61293100,41.89102150,1.7908723281340264,95.53805774278216,0.4910456383593298,3.796467176377537,2.0093896713615025,0.0,2.4234264557388085,5942.0
Census tract,Tract 814.03,17031081403,-87.62095600,41.89299080,0.0,100.0,1.3812588290692198,2.729044834307992,1.9314785008047828,0.689885390007789,0.923556247913653,8987.0
Census tract,Tract 815,17031081500,-87.62607870,41.89290640,0.0,100.0,0.5349182763744428,0.9509509509509512,0.0,0.0,1.7733387688544635,4906.0
Census tract,Tract 816,17031081600,-87.62887080,41.89205720,0.0,100.0,0.6346687822292741,3.2364597093791283,1.4623172103487063,0.0,1.3691275167785235,3725.0
Census tract,Tract 817,17031081700,-87.63183160,41.89221850,0.9335219236209336,89.44099378881988,0.0,2.232641214556821,1.1525688611056846,0.0,3.0668966839179608,5217.0
Census tract,Tract 818,17031081800,-87.63918950,41.89332430,0.3114842903575298,100.0,0.3114842903575298,3.410805916088137,2.28322440087146,0.4102059233735334,1.2798424809254243,12213.0
Census tract,Tract 819,17031081900,-87.64148700,41.89799000,8.188976377952756,74.07407407407408,4.566929133858268,2.511961722488038,1.414141414141414,0.0,1.8901890189018904,1111.0
Census tract,Tract 901,17031090100,-87.81358720,42.01525520,0.5772005772005772,100.0,0.0,6.724845995893223,2.6058631921824107,2.836074872376631,2.3255813953488373,3526.0
Census tract,Tract 902,17031090200,-87.81309610,42.00559400,2.9018709431080563,100.0,1.7563955708285606,1.1351052048726469,3.2481679540503072,0.3996925441967717,1.8601076095311295,6505.0
Census tract,Tract 903,17031090300,-87.81636440,41.99911270,0.0,100.0,0.0,4.227212681638045,1.811248808388942,0.0,1.604668125455872,1371.0
